country,language,status,age,gender,nflights,flight_latest,flight_type,flight_purpose,flight_class,nps,reputation,sat1,sat2,sat3,overall_sat,loy1,loy2,loy3,loy4,loy5,com1,com2,com3,e1,s1,e2,s2,e3,s3,e4,s4,e5,s5,e6,s6,e7,s7,e8,s8,e9,s9,e10,s10,e11,s11,e12,s12,e13,s13,e14,s14,e15,s15,e16,s16,e17,s17,e18,s18,e19,s19,e20,s20,e21,s21,e22,s22,e23,s23,commitment
1,1,1,48,1,6,5,1,2,3,9,6,6,6,5,4,5,6,2,5,6,4,4,3,82,50,93,50,88,50,91,50,88,50,72,50,80,41,91,50,91,50,92,50,82,48,63,50,82,48,79,50,72,50,72,50,86,50,68,50,53,44,92,50,94,85,65,50,92,41,3.6666666666666665
1,1,1,50,2,6,4,2,2,3,10,7,7,6,5,5,6,6,5,7,6,6,5,7,91,41,94,27,61,50,92,21,52,47,49,49,49,49,51,51,100,67,99,59,50,33,89,50,79,51,66,40,51,31,55,28,51,50,61,50,51,50,67,57,65,52,48,47,76,38,6
1,1,1,44,2,10,5,1,2,3,8,5,6,5,5,2,4,5,5,6,5,4,5,1,96,57,98,48,98,33,98,48,80,44,77,42,99,11,87,38,99,50,98,40,93,44,81,55,89,59,89,52,82,23,58,32,91,47,98,55,66,50,84,59,97,54,66,41,78,21,3.3333333333333335
1,1,1,26,2,4,4,1,1,3,11,7,7,7,7,6,7,7,7,7,7,7,7,7,100,100,100,78,100,100,100,43,93,100,79,64,100,39,85,96,100,88,100,84,100,100,100,100,100,53,95,58,100,74,65,89,100,100,100,91,81,92,100,100,100,100,82,72,100,33,7
1,1,1,39,1,10,3,1,1,2,8,5,5,5,5,5,4,5,5,6,5,5,4,3,100,55,100,42,72,61,89,56,100,35,99,41,100,26,100,39,86,86,89,85,86,90,91,84,100,78,100,52,96,29,90,62,82,34,96,43,81,57,87,65,91,87,63,64,92,66,4
1,1,1,39,2,8,4,1,1,3,10,7,7,7,6,4,6,6,6,7,6,5,4,2,93,92,91,87,88,89,94,93,80,83,90,87,87,87,73,78,96,94,86,87,100,100,96,89,100,100,94,93,91,87,99,95,90,87,84,82,87,83,95,89,88,86,76,65,71,69,3.6666666666666665
1,1,1,63,2,5,4,2,1,3,10,7,6,6,6,4,6,6,2,4,6,5,4,1,86,85,89,82,100,99,100,83,93,86,87,85,100,78,100,81,100,88,100,85,100,83,92,92,100,100,90,87,81,66,78,80,89,86,100,79,88,73,88,82,100,78,100,86,55,73,3.3333333333333335
1,1,1,53,1,9,6,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,3,1,58,39,2,1,7,3,57,41,51,44,57,69,49,39,99,52,100,51,98,53,100,51,58,56,100,51,98,97,1,1,1,1,26,7,1,1,1,1, , ,39,27,1
1,1,1,37,2,6,3,2,2,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,86,78,82,77,80,74,82,75,73,71,68,69,64,71,72,69,79,78,81,80,83,76,84,76,78,77,71,79,70,82,74,76,66,68,72,70,66,69,72,66,80,67,84,82,79,76,5
1,1,1,38,1,6,5,1,2,3,10,7,6,7,6,5,6,6,4,7,7,6,5,7,93,49,97,66,87,49,100,66,82,60,82,67,94,51,84,66,100,82,91,64,87,50, , ,100,100,70,91,77,44,53,47,100,77,97,76,96,64,100,95,96,85,62,53,66,50,6
1,1,3,52,1,20,3,1,2,2,3,3,3,2,2,1,1,1,2,3,4,1,2,1,7,2,6,2,2,1,7,1,3,1,4,1,2,1,5,1,4,1,4,1,4,1,8,5,4,1,10,2,14,11,9,2,21,28,9,1,9,1,15,19,4,1,5,2,6,1,1.3333333333333333
1,1,1,22,2,20,3,1,2,3,11,6,7,7,6,6,7,7,7,7,7,4,6,4,93,84,78,61,87,59,88,80,82,62,78,58,69,59,81,59,79,80,50,50,76,50,63,63,69,65,69,50,78,74,68,50,85,75,76,91,84,60,85,85,79,61,50,50,58,70,4.666666666666667
1,1,1,48,2,2,6,1,2,3,11,7,7,6,6,6,6,7,6,6,7,6,6,7,94,33,100,40,96,37,97,77,85,50,85,50,100,40,92,50,100,95,100,26,100,35,100,94,100,42,100,42,100,34,100,42,100,60,90,49,91,70,95,76,73,57,83,50,95,50,6.333333333333333
1,1,1,32,2,18,1,1,1,3,2,5,2,2,2,2,2,2,2,2,6,2,2,2,2,3,1,1,2,1,4,2,1,3,2,2,2,1,1,1,39,31,2,1,11,14,1,1,1,1,2,3,2,3,2,1,4,2,2,2,1,2,2,1,3,2,2,1,1,1,2
1,1,1,60,1,5,3,1,1,3,5,7,7,4,4,4,6,1,1,5,6,1,1,1,100,64,100,1,100,3,100,1,95,53,100,43,100,28,100,35,100,89,94,36,100,39,100,63,100,64,100,26,100,67,100,72,100,16,100,16,100,19,100,30,100,29,85,63,94,30,1
1,2,1,56,2,3,4,1,2,3,9,7,6,5,6,4,6,6,6,6,6,7,5,5,91,91,90,90,84,83,94,90,64,60,63,63,43,42,79,78,93,90,88,86,87,84,87,86,88,86,38,37,50,50,48,47,87,88,70,68,86,86,80,83,80,83,72,61,58,58,5.666666666666667
1,1,1,53,2,8,4,1,2,3,6,6,6,5,5,5,4,5,4,4,5,5,5,4,88,85,83,60,84,33,77,28,100,56,82,71,100,63,100,66,100,88,100,81,100,85,81,79,100,79,65,61,68,65,58,58,72,64,70,64,80,57,65,70,100,38,86,68,72,63,4.666666666666667
1,1,1,45,2,2,6,2,1,3,9,6,6,6,6,5,6,5,1,5,5,4,4,5,92,77,95,76,92,85,92,83,62,58,63,63,90,69,58,60,88,92,81,78,70,64,44,62,79,82,88,35,66,94,40,76,89,84,43,62,38,66,89,81,63,63,14,58,76,66,4.333333333333333
1,1,1,50,2,2,6,2,1,3,11,7,7,7,7,7,7,7,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,99,100,98,100,93,100,89,100,90,100,100,100,99,100,99,100,100,7
1,1,1,32,1,6,4,1,2,3,9,6,5,5,5,5,6,6,6,5,5,5,5,7,92,63,92,60,95,52,95,63,75,57,86,59,100,69,97,53,98,58,100,54,98,55,95,71,96,60, , ,93,46,82,53,85,65,93,63,77,53,96,72,83,55,82,45,76,55,5.666666666666667
1,1,1,62,1,2,4,1,1,2,11,7,5,7,7,5,7,7,6,7,7,7,5,5,100,1,100,51,100,50,100,52,100,29,100,31,100,23,100,24,100,75,100,24,100,36,100,50,100,4,86,49,94,52,90,35,97,33,82,39,90,14,91,28,100,50,100,52,100,31,5.666666666666667
1,1,1,44,2,2,5,1,2,3,10,7,7,5,5,5,5,4,4,5,6,4,2,3,100,67,90,84,89,62,88,86,80,63,63,65,100,57,80,63,90,80,86,72,89,68,67,69,72,53,78,58,77,65,54,56,90,76,100,66,61,57,77,66,56,54,30,36,88,68,3
1,1,1,42,2,4,5,1,2,3,11,7,7,6,6,5,6,6,4,4,6,7,7,7,100,100,100,100,100,74,100,100,100,83,100,85,100,88,90,89,100,100,100,100,100,100,32,100,100,100,100,43,37,37,100,43,100,100,100,100,100,76,100,100,100,52,100,67,100,39,7
1,1,3,65,1,21,2,2,1,2,9,6,6,5,5,4,4,5,5,6,7,5,5,7,100,77,100,70,100,63,100,37,91,84,88,87,92,87,100,90,100,100,100,87,91,87,62,100,77,85,100,87,100,90,70,90,100,87,100,86,71,67,92,78,79,55,78,74,85,40,5.666666666666667
1,1,1,76,1,3,5,1,2,3,9,5,4,4,3,3,4,3,4,4,4,3,4,3,32,30,43,43,34,33,42,41,20,24,26,30,12,14,26,25,47,43,45,43,38,38, , ,11,12,45,45,43,44,33,32,41,41,14,14,30,30,29,31,24,38,34,35,20,22,3.3333333333333335
1,1,3,64,2,15,4,1,1,3,9,6,6,5,5,3,5,5,5,4,5,4,5,4,64,50,76,50,66,50,90,50,74,50,59,57,43,45,87,66,74,50,95,50,77,50,56,50,79,50,64,50,49,50,41,50,76,50,65,50,63,50,65,50,57,50,50,50,88,37,4.333333333333333
1,2,1,29,1,3,2,2,2,3,10,5,4,4,3,4,6,5,6,7,5,4,4,6,86,100,90,34,86,37,83,88,73,69,82,53,82,1,82,35,90,45,95,39,87,43,85,45,91,47,100,72,77,68,66,47,67,76,75,46,76,72,53,47,77,73,81,69,81,36,4.666666666666667
1,1,1,38,2,4,3,1,2,3,9,6,6,5,4,4,7,5,4,7,7,7,5,7,100,15,100,29,100,24,100,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,78,100,82,4,65,100,67,100,59,77,72,100,73,100,26,100,71,100,32,6.333333333333333
1,1,2,55,2,30,1,1,1,3,9,4,3,5,3,3,4,4,1,7,7,1,7,1,99,44,97,33,1,6,99,80,47,44,99,41,100,14,53,43,100,78,46,50,97,26,8,50,50,50,98,3,50,50,98,50,88,31,88,50,45,50,86,50,82,50,26,48,100,45,3
1,1,2,58,2,25,3,1,1,3,7,6,4,3,4,2,4,4,4,7,3,4,4,5,85,85,85,21,85,23,85,15,63,50,50,64,74,61,50,62,91,90,33,86,63,69,33,88,40,85,51,50,64,15,58,26,63,63,63,50,30,50,50,60,85,20,35,50,62,9,4.333333333333333
1,1,1,41,2,3,6,2,2,3,2,5,4,3,4,1,1,1,1,1,4,1,2,1,100,100,100,1,100,53,100,50,70,51,62,43,61,61,51,51,100,69,100,62,100,61,100,47,100,48,62,66,73,57,5,100,100,67,100,49,39,67,78,58,100,53,81,60,100,24,1.3333333333333333
1,2,1,62,2,15,1,1,2,3,8,5,5,3,6,5,5,3,4,2,6,5,3,2,89,87,74,73,90,87,87,89,72,74,67,67,62,61,89,89,95,94,89,87,99,97,91,90,89,90,86,89,85,88,80,80,95,93,92,93,87,84,70,66,89,91,70,67,72,73,3.3333333333333335
1,1,2,50,2,5,6,2,1,3,9,6,5,6,6,5,5,6,6,6,6,5,6,6,92,47,78,40,92,26,94,50,64,42,60,45,77,38,66,46,84,60,91,70,60,45,50,50,80,37,51,50,70,41,69,45,80,47,71,46,58,47,76,50,73,59,85,57,70,44,5.666666666666667
1,1,2,57,2,8,2,1,1,3,9,6,5,5,4,5,6,5,4,6,6,5,5,6,95,70,96,79,94,70,97,67,62,66,77,68,78,75,76,67,95,83,96,70,94,77,93,76,96,75,93,74,92,74,64,78,89,82,95,78,81,73,77,50,84,50,59,50,76,45,5.333333333333333
1,1,1,51,1,6,4,1,2,3,9,6,6,5,5,4,5,5,5,5,6,4,4,5,80,41,58,52,59,52,64,51,59,52,65,54,59,34,56,53,71,54,55,52,70,52,56,52,62,51,59,53,62,53,64,37,61,57,60,57,29,8,69,60,54,52,58,51,66,44,4.333333333333333
1,1,1,53,2,20,2,1,2,3,8,5,4,2,2,2,3,4,2,5,4,1,2,3,67,33,72,36,69,30,64,36,64,50,59,50,72,47,74,50,68,38,56,46,63,47,59,51,63,55,84,19,51,45,50,46,60,41,83,33,51,50,43,53,62,47,71,45,79,29,2
1,1,1,56,2,4,5,1,2,3,3,5,2,2,2,5,4,2,2,2,2,2,2,1,85,51,94,18,71,53,89,2,67,72,72,67,70,62,69,61,90,89,84,71,78,76,78,70,93,77,72,53,77,67,65,60,72,57,71,70,63,64,73,54,51,52,82,40,60,34,1.6666666666666667
1,1,1,25,2,1,4,2,2,3,11,7,7,7,6,5,7,7,7,7,7,7,7,7,100,100,100,60,100,40,100,100,100,46,100,40,100,32,100,46,100,70,100,45,97,45,100,64,100,45,100,59,89,45,98,83,84,47,100,58,93,60,98,58,74,67,100,70,100,43,7
1,1,1,31,1,10,4,1,2,3,11,6,6,6,5,5,6,6,6,6,6,4,3,3,65,76,76,53,53,36,77,81,60,68,79,61,70,72,64,60,68,68,80,80,79,75,73,78,73,83,40,45,56,54,46,47,73,74,74,65, , ,73,80,61,61,62,63,61,63,3.3333333333333335
1,1,1,27,2,20,3,2,2,3,11,7,7,6,6,6,6,4,5,4,5,4,3,3,95,50,80,56,94,50,92,50,76,60,86,50,57,65,57,50,81,50,73,50,82,50,79,50,81,58,67,50,86,51,66,50,64,55,70,61,64,50,64,63,59,54,75,52,62,50,3.3333333333333335
1,1,1,52,2,1,5,1,2,3,9,6,6,6,5,4,5,5,5,6,5,3,3,3,97,86,77,75,57,59,99,80,61,61,67,66,67,61,69,62,100,100,92,88,88,89,87,72,91,95,86,77,83,63,78,68,70,63,71,64,61,59,73,62,78,75,55,52,99,87,3
1,1,3,57,2,12,4,2,2,2,10,6,6,6,5,5,6,6,6,6,6,6,6,5,99,96,99,95,99,97,86,90,85,80,81,78,81,69,72,67,99,97,94,92,100,98,98,96,99,95,98,96,98,96,99,95,100,99,99,97,100,97,100,100,98,95,85,75,90,91,5.666666666666667
1,1,1,25,2,12,3,1,2,3,11,6,7,5,7,3,6,6,4,7,7,3,1,5,98,73,97,79,98,15,100,27,95,52,84,70,97,79,67,66,100,73,100,77,100,100,83,97,100,65, , , , ,77,91, , , , , , , , , , ,90,43,66,35,3
1,1,1,71,2,3,2,1,2,3,7,5,7,5,5,5,5,4,2,6,5,5,5,6,69,50,62,33,71,50,73,30,50,50,50,50,50,50,50,50,50,50,50,50,64,50,50,50,50,51,50,50,72,58,50,50,66,50,71,50,67,50,60,50,50,50,32,50,50,50,5.333333333333333
1,1,1,49,2,16,4,2,1,2,10,7,7,7,6,5,7,7,6,7,7,7,6,5,95,94,100,100,95,50,100,94, , ,100,69,100,80,99,70,100,100,100,86,100,91,92,98,100,93,83,27,81,36,69,50,100,57,100,50,100,47,87,50,94,92,92,66,94,66,6
1,1,1,35,2,6,3,1,1,3,6,6,6,4,5,4,5,5,3,4,7,4,1,1,100,84,100,82,100,76,100,75,60,54,76,35,79,14,83,35,100,100,100,100,89,86,8,100,100,100,100,31, , ,15,52,65,96,100,98,60,77,77,90,92,79,44,72,91,70,2
1,1,1,48,2,8,4,1,1,3,7,6,5,4,3,3,2,4,2,4,5,2,1,1,98,76,98,81,98,51,98,80,91,40,97,43,92,43,96,40,96,84,92,73,82,65,69,67,91,57,96,51,69,42,51,51,97,52,98,87,84,62,78,61,71,57,69,49,25,33,1.3333333333333333
1,1,1,66,1,2,5,2,2,3,10,6,7,6,6,5,6,6,6,6,5,5,4,4,50,62,71,71,68,1,34,67,67,66,73,73,72,75,50,50,74,68,62,65,50,74,50,50,50,50,50,50,50,50,70,76,50,50,50,50,50,50,65,67,50,50,50,50,50,50,4.333333333333333
1,1,2,46,2,17,3,1,1,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,57,55,59,54,56,53,58,56,57,47,58,55,82,39,53,54,57,54,60,59,53,54,58,55,59,57,54,53,56,43,57,56,56,55,55,54,55,53,57,55,56,57,55,53,58,56,5
1,2,1,53,1,3,5,2,2,3,9,7,5,5,5,5,6,6,6,6,6,6,4,6,100,91,100,81,100,72,100,85,100,45,98,50,100,44,100,45,100,92,100,75,100,87, , ,100,63,100,64,100,49,97,49,100,80,100,58,100,50,100,66,75,44,99,47,100,51,5.333333333333333
1,1,1,48,2,16,2,1,1,3,9,7,4,4,4,1,6,6,6,4,6,4,1,1,97,72,98,63,97,15,98,58,97,32,83,50,99,31,73,44,70,64,41,50,58,50,32,50,62,50,80,15,42,50,50,50,73,61,83,38,67,54,72,60,64,43,26,50,100,36,2
1,1,2,27,2,6,4,2,1,2,9,6,6,5,5,4,5,4,4,6,5,4,3,3,91,93,88,84,91,77,94,86,59,55,63,74,68,43,63,58,86,95,90,79,86,72,81,80,73,87,67,51,74,73,85,81,74,51,70,61,35,49,38,68,76,74,70,66,64,38,3.3333333333333335
1,1,2,39,2,40,2,1,1,3,7,4,4,4,3,4,4,4,4,4,5,4,3,4,100,1,100,1,100,50,100,1,69,40,70,36,69,39,63,39,100,50,100,39,100,39,51,50,100,50,67,31,67,35,64,23,60,50,66,37,64,39,60,39,73,50,58,50,100,49,3.6666666666666665
1,1,1,53,1,1,3,2,2,3,10,7,7,7,7,6,7,7,7,7,7,7,7,6,100,100,100,100,100,60,100,100,87,85,68,63,55,58,72,59,100,90,100,50,100,50,87,50,99,83,100,82,100,50,85,50,98,95,55,50,96,91,86,81,100,50,100,91,99,84,6.666666666666667
1,1,1,52,1,10,4,1,1,3,11,7,6,6,6,5,6,6,6,6,6,3,1,3,100,33,100,70,100,47,100,25,100,78,100,77,100,75,99,81,100,79,100,81,100,70,100,83,100,76,100,88,100,62,100,83,100,87,100,74,100,77,100,83,100,75,100,80,92,64,2.3333333333333335
1,1,1,36,1,30,3,1,1,3,10,5,6,5,5,5,5,6,7,7,7,4,1,5,59,48,84,55, , ,81,46,58,48,16,48,74,49,36,46,100,47,99,46,56,48,53,46,77,50, , ,81,30,54,46,74,48,79,54,74,46,88,52,100,76,54,79,78,49,3.3333333333333335
1,1,1,43,2,14,5,1,1,3,6,2,4,3,3,4,1,2,2,1,3,1,2,1,91,50,100,1,75,34,98,1,86,50,67,49,95,43,61,50,74,70,79,50,74,63,66,62,75,50,85,50,84,38, , ,87,91,80,65,80,56,70,78,97,10,75,69,86,62,1.3333333333333333
1,1,2,47,2,35,3,2,1,3,8,6,5,5,5,3,3,3,3,4,6,5,4,3,85,50,86,50,87,46,50,50,69,47,86,46,66,50,50,50,73,50,50,50,72,47,50,50,89,50,62,50,50,50,50,50,56,50,50,50,57,50,50,50,78,40,50,50,72,45,4
1,1,2,34,2,18,1,1,1,3,7,5,4,2,3,4,2,2,1,2,6,1,1,1,100,67,99,50,79,28,100,49,54,48,76,16,74,17,77,40,50,54,55,23,76,51,54,68,53,29,55,73,77,77,69,85,71,51,77,71,25,50,53,72,53,39,55,19,49,49,1
1,1,1,63,1,7,3,1,2,3,8,3,3,3,3,3,4,2,2,1,4,2,1,3,37,60,43,62,41,41,38,56,40,45,43,44,67,35,65,43,70,65,74,75,75,37,64,66,80,41,78,65,69,39,54,48,89,42,92,44,87,61,92,41,54,44, , ,37,34,2
1,1,1,50,2,4,4,1,1,3,9,6,6,5,5,4,5,5,5,4,6,4,3,3,100,50,100,50,86,50,100,50,100,44,100,42,100,41,100,39,100,56,100,50,100,43,88,50,82,42,77,42,100,32,78,50,90,50,100,50,80,50,91,47,100,50,100,41,83,39,3.3333333333333335
1,2,2,52,2,20,4,2,1,3,7,4,5,5,4,5,5,5,5,6,5,5,5,4,85,97,65,95,82,82,95,97,58,73,56,70,54,64,60,61,48,17,40,52,52,52,47,52,54,52,48,53,45,56,26,48,15,52,32,65,42,58,20,51,53,54,14,48,58,53,4.666666666666667
1,1,1,44,2,1,6,1,2,3,6,5,6,4,6,5,6,5,4,3,6,2,1,3,100,56,100,56,97,56,100,34,97,19,98,15,91,50,100,58,97,65,96,68,94,63,36,70,93,64,92,72,66,61,72,50,94,74,79,55,41,50,60,60,92,51,100,31,96,52,2
1,1,1,32,1,8,4,2,2,2,7,6,4,5,5,2,3,2,2,2,2,3,3,3,100,9,100,39, , ,100,76,88,89,100,72,100,61,68,26,99,96,91,94,99,94,87,90,100,94,98,15,100,96,96,78,85,86,94,88,91,78,75,97,90,76,100,59,100,8,3
1,1,2,62,2,25,3,2,1,3,5,3,2,2,1,3,3,3,2,3,4,3,3,3,57,38,75,49,55,47,51,50,41,39,36,35,31,32,50,49,40,39,41,38,49,58,51,49,29,23,24,1,35,21,22,17,39,35,23,36,35,9,40,35,51,50,50,49,38,39,3
1,1,3,71,2,6,3,2,1,3,10,6,6,4,4,4,4,4,4,6,6,6,6,4,100,70,87,36,92,35,96,53,100,28,100,52,100,51,100,41,100,78,100,52,100,50,100,53,100,53,100,1,98,30,84,36,100,35,100,30,100,29,100,34,100,51,100,50,93,32,5.333333333333333
1,1,1,56,2,2,4,1,1,3,9,7,6,5,4,5,6,5,5,4,5,5,2,4,73,50,82,50,100,50,100,20,83,35,77,44,64,41,76,38,100,70,91,75,100,74,25,50,100,73,100,50,100,40,79,50,100,49,100,50,100,57,100,57,56,41,78,50,100,40,3.6666666666666665
1,1,1,22,1,3,6,1,2,3,11,6,6,5,6,6,4,6,5,5,6,5,4,2,99,67,98,85, , ,99,50,71,65,68,62,82,67,78,70,100,86,98,91,90,80,71,64,79,66,100,80,100,58,100,63,100,66,96,51,100,55,100,63,95,55,65,59,90,86,3.6666666666666665
1,1,3,53,2,23,1,1,2,3,8,6,4,5,4,3,5,5,3,4,5,5,4,7,100,46,88,53,80,50,78,50,83,50,64,41,81,45,91,39,94,50,94,48,81,50,94,50,93,50,77,67,78,64,78,76,100,41,86,50,37,65,87,50,50,50,56,49,100,34,5.333333333333333
1,2,1,31,2,10,4,1,2,3,1,3,2,1,2,1,1,1,1,1,2,1,1,1, , , , , , , , ,50,27,50,50,50,50,50,50,52,50,50,50,50,50,50,50,38,50, , ,61,1,50,19,50,50,50,50, , ,50,50, , ,37,22,50,1,1
1,1,2,67,2,12,4,2,2,3,10,6,6,6,6,7,7,7,7,7,7,6,7,6,78,91,100,69,100,100,100,97,95,80,90,75,76,73,88,68,85,97,89,98,83,90,82,93,55,75,76,97,32,58,14,61,100,89,97,91,31,67,90,84,100,100, , ,85,92,6.333333333333333
1,1,1,40,2,9,3,1,1,3,6,7,4,4,4,1,4,4,4,1,5,3,3,3,100,33,100,53,100,47,100,57,100,43,100,54,100,54,99,58,100,53,100,83,100,38,100,52,100,59,93,48,38,49,27,48,75,60,100,45, , ,77,49,100,50,100,35,100,19,3
1,1,1,57,1,4,5,1,2,3,10,6,5,5,5,6,6,6,5,6,6,5,6,6,96,49,95,47,96,44,96,46,94,45,95,40,94,33,95,44,100,50,100,47,100,47,96,47,95,47,96,46,94,38,96,33,97,50,95,50,95,46,96,48,87,57, , ,94,47,5.666666666666667
1,1,2,52,2,20,3,2,1,3,8,6,5,4,5,4,5,5,5,5,5,4,5,4,100,62,99,62,97,44,98,65,89,46,97,46,100,44,100,49,90,80,100,49,84,47,69,50,100,50,95,46,98,43,2,48,97,51,89,50,79,50,98,50,93,51,69,49,97,44,4.333333333333333
1,1,1,46,2,1,5,1,2,3,10,7,5,6,6,6,7,7,7,7,6,6,6,7,84,100,100,100, , ,100,100,77,42,69,42,64,62,72,41,97,100,100,100,81,92,100,100,100,86,71,83,57,74,36,53,76,100,70,88,59,62,85,100,50,54,93,91,91,81,6.333333333333333
1,1,1,37,2,2,4,1,2,3,9,7,6,5,6,6,6,5,4,5,6,4,4,5,100,44,100,47,100,45,100,33,76,72,57,62,64,82,60,58,80,83,54,55,86,69,58,58,60,64,95,64,37,69,62,66,56,83,65,60,70,56,55,82,72,70,52,57,62,53,4.333333333333333
1,1,1,61,1,36,3,1,1,3,6,5,3,2,2,1,2,2,2,2,2,2,2,2,30,23,54,28,57,18,57,16,84,4,75,3,99,2,80,3,83,43,74,16,71,37,58,38,72,12,24,3,74,5, , ,64,33,54,7,38,5,59,38,63,16,57,13,33,3,2
1,1,1,40,2,1,3,2,2,3,2,4,6,5,1,4,3,4,4,4,1,4,3,3,54,1,56,1,50,12,50,1,63,51,58,58,67,38,60,57,74,72,74,74,72,70,69,69,83,71,82,1,65,25,59,37,77,72,78,71,43,50,71,75,50,50,79,53,68,16,3.3333333333333335
1,1,1,61,2,4,3,1,2,2,9,5,5,5,5,5,5,5,4,4,5,5,3,5,50,50,59,55, , ,51,50,83,56,51,51,51,51,60,55,100,75,100,63,88,49,62,52,100,73,51,51,40,41,39,36,100,83,53,52,51,51,100,53,42,43,47,47,56,53,4.333333333333333
1,1,1,64,2,2,5,1,2,3,11,7,6,6,4,4,6,6,7,7,7,6,6,6,93,50,96,50,94,28,96,56,91,50,85,50,88,49,90,50,87,71,80,52,51,43,68,50,78,51,65,50,69,73,75,62,85,79,82,72,82,56,85,79,100,55,66,53,94,41,6
1,1,1,56,2,2,5,1,2,3,11,7,6,6,6,4,6,7,6,7,7,5,3,4,100,59,100,93,89,100,100,100,84,100,81,100,82,100,80,81,100,100,95,93,93,95,81,77,87,87,100,73,92,88,69,84,100,92,100,94,86,82,100,91,100,82,81,84,100,92,4
1,1,1,47,1,12,3,1,1,3,8,6,6,6,6,2,6,6,6,6,6,3,3,3,80,71,83,74,78,83,93,86,66,28,77,34,85,30,76,39,97,84,80,80,85,40,95,76,93,75,48,27,36,36,63,50,84,81,89,81,60,58,86,76,80,78, , ,82,30,3
1,1,1,54,2,2,6,1,2,3,7,5,5,5,4,2,5,3,3,3,4,3,3,4,48,50,51,50,36,42,50,47,58,57,58,58,53,57,51,51,68,57,53,50,56,50,55,52,60,50,60,52,58,53,59,56,57,55,57,59,58,55,60,57,62,51,60,50,64,33,3.3333333333333335
1,1,1,50,1,10,4,1,2,3,9,6,6,6,6,5,6,6,4,7,6,4,5,5,85,84,92,92,84,74,85,83,73,69,84,74,72,70,75,73,94,86,66,71,66,68,94,86,61,62,36,31,39,37,56,58,92,90,87,85,56,42,81,79,75,88,55,57,63,76,4.666666666666667
1,1,1,51,2,6,4,1,1,3,2,4,2,1,2,3,1,1,1,2,2,1,1,1,61,6,59,22,73,4,84,1,57,23,45,28,59,33,41,40,54,53, , ,67,43,47,46,55,34,61,33,74,1,22,36,42,33,69,24,47,26,36,34,66,31,26,26,57,43,1
1,1,1,53,2,6,4,1,1,3,8,7,5,5,4,3,3,5,4,6,5,4,2,2,64,56,55,53,67,59,66,62,61,46,60,56,62,64, , ,50,50,67,62,62,63,50,50,66,63, , ,60,44,64,38,62,67,50,50,50,50,61,60,69,53,38,36,60,53,2.6666666666666665
1,1,3,49,2,40,2,1,1,3,4,1,1,1,1,1,1,1,1,1,4,1,1,2,100,12,100,1,100,1,100,22,100,10,100,27,100,1,100,20,100,83,100,73,100,78,77,67,100,78,100,1,75,24,81,3,100,22,100,1,100,26,100,63,100,1,36,10,100,1,1.3333333333333333
1,1,1,57,1,2,6,2,2,3,9,7,6,6,6,5,6,6,1,6,6,7,6,6,100,98,100,93,99,93,100,92,100,53,100,56,100,54,100,78,100,100,100,77,100,61,100,94,100,52,100,53,100,82,99,95,100,94,100,100,100,95,100,100,100,92,100,49,100,95,6.333333333333333
1,1,2,56,2,30,2,1,1,3,10,7,6,6,5,6,6,6,6,6,7,1,1,4,100,45,100,45,100,68,100,69,50,60,90,90,83,70,67,73,100,99,100,100,100,98,100,100,99,99,87,7,90,89,27,83,89,22,100,23,56,55,83,81,100,19,32,50,100,68,2
1,1,1,67,1,1,6,2,2,3,11,7,7,7,7,7,7,7,7,7,7,7,7,7,100,50,100,50,100,50,100,50, , ,68,69,80,62,77,75,100,50,100,99,100,50,100,50,50,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,50,50,100,50,7
1,1,1,54,2,15,6,1,2,3,2,6,5,3,3,2,2,2,1,1,5,1,2,4,50,50,52,50,26,25,50,50,50,50,50,50,61,63,51,50,67,62,51,50,51,50,47,50,50,50,65,31,51,50,50,50,69,32,62,36,50,41,71,18,68,50,50,50,34,30,2.3333333333333335
1,1,1,53,2,3,6,1,2,2,9,6,6,5,5,2,6,6,3,3,6,4,3,4,100,49,99,42,92,39,100,37,73,47,74,50,51,36,77,50,100,59,100,58,97,50,42,50,96,33,69,42,90,43,91,41,73,45,62,42,63,50,67,38,87,49,95,30,100,10,3.6666666666666665
1,1,1,51,1,3,5,2,1,2,7,6,5,5,5,4,5,4,5,2,3,3,1,2,100,50,98,49,97,50,100,5,65,57,79,50,72,50,56,54,88,50,82,29,86,14,30,50,86,50, , ,70,75,57,85,87,40,81,88,88,67,94,39,92,50,29,50,78,36,2
1,1,1,63,2,12,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,100,1,100,1,100,1,100,1,50,50,50,50,50,50, , , , ,26,16,18,12, , ,2,1,12,2, , ,3,1,4,1,3,1,4,1,3,2,50,50,5,2,1
